target_context	gene	rank	weighted_delta_s1_minus_s2	stouffer_z	fdr	n_datasets	n_tissues	selection_reason	receiver_use
bulk_S1_high_receiver_response	ITGAV	128	0.9855452639505081	2.925596515647374	0.26369505936611715	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	IL21R	129	0.7347055377441817	2.9238478326307726	0.26369505936611715	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	XYLB	130	0.735781953121098	2.9108043030176773	0.26369505936611715	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ASNS	131	0.977570585267633	2.902388339684992	0.26369505936611715	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	LEPREL4	132	0.923832655238562	2.897200129866012	0.26369505936611715	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TMEM45A	133	1.0144675052619376	2.896010190145975	0.26369505936611715	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	DOCK3	134	0.6702772443121991	2.8942294699960742	0.26369505936611715	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CLU	135	1.0042823371998295	2.8916851945171698	0.26369505936611715	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SYT12	136	0.8088975643708812	2.8908742644378442	0.26369505936611715	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SGK1	137	0.8384392953731274	2.8898860107620328	0.26369505936611715	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TPP1	138	1.1398900891753114	2.8873038491821164	0.26369505936611715	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	GIPR	139	0.8341731797845792	2.8813330262383356	0.26369505936611715	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	C8ORF31	140	0.7524345866725788	2.8799413381427867	0.26369505936611715	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	AP1G2	141	0.6097191693021518	2.878831026267093	0.26369505936611715	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TPX2	142	0.7635660858459824	2.871178000274549	0.26369505936611715	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	EME1	143	0.8204265891213431	2.8661137723414	0.26478145853536694	3	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TRPV2	144	1.0690425758441104	2.856732958039414	0.2716607186982243	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	C1ORF233	145	0.8878553636911798	2.8562064338878423	0.2716607186982243	3	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CHI3L1	146	0.8734071953210937	2.8514069212562925	0.2750113216858786	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	HIST1H2AI	147	1.1191302892640176	2.8487184591523556	0.2750113216858786	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SMOC2	148	1.1245010574900849	2.8483702006381133	0.2750113216858786	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	IVNS1ABP	149	1.015738950009257	2.8479010843245764	0.2750113216858786	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	RP1-28C20.1	150	1.335690437959115	2.844257093607787	0.27625572236893464	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	FZD10	151	0.7352354474482664	2.8434271660639867	0.27625572236893464	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ENPP6	152	0.9484114268213065	2.8429728820978295	0.27625572236893464	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	NOD2	153	0.8798713491032438	2.8381936897451907	0.27815269302585977	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ASPM	154	0.7850205077985979	2.83503692801561	0.27940583377483486	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ALDH8A1	155	0.9640075027350492	2.8307232966301963	0.28139324965987744	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	GBAP1	156	0.6689063993566771	2.823004256749771	0.28139324965987744	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CNIH3	157	1.2220662286712547	2.8220927315035875	0.28139324965987744	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PRM2	158	1.1908144022292975	2.8220927315035875	0.28139324965987744	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SPINT1	159	0.8746318837178272	2.8215592567025825	0.28139324965987744	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	FAM210A	160	1.0655246845934827	2.820352048372233	0.28139324965987744	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	UNC5B	161	0.7686396724928497	2.8189579262352193	0.28139324965987744	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PLA2G2A	162	0.6602366807460898	2.8180477363569194	0.28139324965987744	4	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	LINC00342	163	1.1715300835793518	2.815351673399921	0.28139324965987744	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PKP1	164	0.9297307755082467	2.814762523934637	0.28139324965987744	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	MRC2	165	0.9715702943394152	2.8146941345654577	0.28139324965987744	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TIMP3	166	0.879288298479807	2.813869056579871	0.28139324965987744	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TNFRSF12A	167	0.8183109046477632	2.812081422128847	0.28139324965987744	4	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	RRM2	168	0.9122634944599579	2.808600350936099	0.28139324965987744	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	POLR2G	169	1.3475558860562564	2.8084573230794936	0.28139324965987744	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	GLTSCR2	170	1.1283854053447298	2.8084573230794936	0.28139324965987744	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	COA4	171	1.124242607880566	2.8084573230794936	0.28139324965987744	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	COPG1	172	0.984150925701425	2.8039820058290847	0.28139324965987744	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TWISTNB	173	0.6778510681960744	2.802322476540793	0.28139324965987744	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CD7	174	0.7744066756472876	2.799530581714392	0.2831459405252375	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	FANCI	175	0.9569811944071512	2.7892228230327207	0.2908986263806017	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ERRFI1	176	0.9485364120437014	2.7800720956446203	0.2971915564481533	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SLC17A9	177	0.8101812285170634	2.7798956863460744	0.2971915564481533	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CSAG2	178	1.088427170787122	2.778367870077075	0.2971915564481533	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PTPN3	179	0.9625304804169869	2.7765406791003073	0.29751280925926255	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	KCNJ15	180	1.0117113285816197	2.7697874491910097	0.30050008279516477	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	MAP3K8	181	0.7062064988563186	2.761901769468692	0.30050008279516477	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SLC16A3	182	1.1788988800110214	2.761653591273211	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	GTSE1	183	0.5785634751527754	2.7614152276689063	0.30050008279516477	5	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	C1QTNF9B-AS1	184	0.7698690079696652	2.7599629844761453	0.30050008279516477	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SLC38A2	185	0.8143481698488513	2.756400354330657	0.30050008279516477	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	DCAF16	186	1.1638113823087193	2.7548236591236432	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ARMC7	187	0.6250214042815287	2.7543942939602823	0.30050008279516477	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ATP5J	188	0.9013599425631273	2.7502840448585237	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ZWINT	189	1.0309869091775206	2.7473870768223767	0.30050008279516477	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	DAD1	190	1.1176499051478523	2.7450370564740934	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SEMA3E	191	0.7181029822537326	2.7416708292824366	0.30050008279516477	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SERPINA3	192	0.8425046137861519	2.7328162121660253	0.30050008279516477	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	VCAM1	193	0.6975366567603658	2.73217323133572	0.30050008279516477	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TMEM144	194	0.7640298377182844	2.7305353262771144	0.30050008279516477	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ARC	195	0.8227902099251995	2.7285555812953053	0.30050008279516477	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PCDHGC4	196	0.6025990673582684	2.7253861520843135	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SEMA3A	197	0.8068556432743759	2.708348445205272	0.30050008279516477	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	F5	198	1.06345023184077	2.7067558875047855	0.30050008279516477	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	EFR3B	199	0.6668406880628035	2.7026556243665114	0.30050008279516477	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CCNO	200	0.7356183395439551	2.699724851488276	0.30050008279516477	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	C5AR1	201	0.7275360035661422	2.699723709530076	0.30050008279516477	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	RPL18	202	1.2708089044231847	2.6984458928756805	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SND1-IT1	203	0.8483751979905002	2.6978150162938186	0.30050008279516477	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	HIST1H3J	204	0.7384478533120492	2.695350043621785	0.30050008279516477	3	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TXNL4A	205	1.154017126122522	2.6936515231764724	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	NPTN	206	1.0218861859075696	2.6838512522210936	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	C2	207	1.0524299311403034	2.6836965772509176	0.30050008279516477	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	FOXO1	208	0.9043954141252415	2.6836965772509176	0.30050008279516477	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SLC1A1	209	0.7406202108979373	2.682320119702742	0.30050008279516477	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	FAM134B	210	0.7582857809531024	2.679643439190208	0.30050008279516477	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	AURKB	211	0.9747937099464491	2.6791811102907257	0.30050008279516477	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	DOCK8	212	0.9450961303305847	2.6777548826485376	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PROCR	213	0.7690535489657139	2.6763360463713175	0.30050008279516477	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TFPI2	214	0.9408729806803232	2.6758247212582904	0.30050008279516477	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CCT6P1	215	0.6989956519481871	2.6695157821716724	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CTSK	216	1.2442129059174263	2.6662675473584256	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	IRAK3	217	0.9009614635948839	2.665944751156923	0.30050008279516477	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	APOE	218	0.5998988839741306	2.663643570658946	0.30050008279516477	5	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ATG16L1	219	0.7898995796708667	2.6562038125173415	0.30050008279516477	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	FBXO39	220	0.7628389901302756	2.6556920359736504	0.30050008279516477	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	HIST1H2BJ	221	0.8159641003013712	2.6510974237508775	0.30050008279516477	4	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	GK	222	0.805198515623228	2.647904708453082	0.30069238943370374	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CYP2E1	223	0.689050233359879	2.646307210361222	0.3011305657768882	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SLC26A2	224	0.8785229686020208	2.643375125568179	0.30227180331043474	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	DICER1	225	0.8712186483290112	2.6413124322668313	0.30313430071162556	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	DOCK10	226	0.9837908929902578	2.6363527379453084	0.30562337820955243	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PRSS53	227	0.5587396105377825	2.6344517380263794	0.30565647424212355	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	OSM	228	0.7066500172937816	2.6341403100976524	0.30565647424212355	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	TFRC	229	0.9051060166235564	2.633568994513702	0.30568288137624705	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CTSB	230	1.0219782807485658	2.6328670544391963	0.3058275716621065	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	HHIP-AS1	231	0.9380343316102155	2.631252651043894	0.30679575296334377	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	EFTUD1P1	232	0.7810994763612045	2.628784774985293	0.308540476652855	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PRTN3	233	0.8235627314366357	2.6272868570583245	0.3092015819212491	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	GPR125	234	0.7670433313952084	2.626978411216087	0.3092015819212491	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SLC36A1	235	0.6261680556710111	2.625551934176939	0.3100096882065248	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SLC6A9	236	0.7469222306481904	2.6239429651464574	0.3102250181736765	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	KDELC1	237	0.9098075110895351	2.623796287049341	0.3102250181736765	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ATP6V0C	238	1.0234512452015097	2.6237054197817575	0.3102250181736765	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ASB6	239	0.98928007205989	2.6177464604490646	0.3109980677621745	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CRYM	240	0.8767530337714046	2.6142612591688943	0.3109980677621745	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	MUC1	241	0.7460206916945383	2.607653719130788	0.3109980677621745	3	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PLAUR	242	0.8194831290266689	2.6072107143458028	0.3109980677621745	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	MIA	243	0.6966531554155216	2.606622093776779	0.3109980677621745	5	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	PLXNB2	244	1.1003992825298026	2.604850698082282	0.3109980677621745	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CLPTM1	245	1.2564256520814903	2.6036497650835417	0.3113546402830462	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	VASN	246	0.9381833530113476	2.6025319613964744	0.3119073230067602	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SPATA6L	247	0.9940344483645798	2.5952710191090613	0.31264557921576724	3	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	CD72	248	0.5177174471298472	2.594781257428045	0.31264557921576724	4	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	RPL18A	249	0.9896461668985947	2.590586795324402	0.31407655689508013	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	MATR3	250	1.138239117296175	2.5885353172529126	0.31504304916569614	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	GALNT5	251	0.8146367650267872	2.5870076940369415	0.3159878927143828	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	EDIL3	252	0.6987601380101408	2.5855842006524634	0.31646655467491297	5	3	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	ARHGAP11B	253	0.9161053096692408	2.583651577006931	0.31646655467491297	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SLC11A2	254	1.1314537227980435	2.583368254996821	0.31646655467491297	2	1	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
bulk_S1_high_receiver_response	SEC61A1	255	1.2432646303382362	2.5831689026044713	0.31646655467491297	2	2	candidate_S1_high	Use as NicheNet receiver target gene candidate for testing MSP LR phase 1/2 ligands against S1-high bulk response.
